date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:24:35	57718/57718	---MCZ	200	added ('OK')	text/html	date:Mon,%2007%20May%202018%2010:09:08%20GMT	https://coderthemes.com/adminox/default/tables-basic.html	C:/Users/User2/Desktop/admin/coderthemes.com/adminox/default/tables-basic.html	(from https://coderthemes.com/adminox/default/index.html)
18:24:35	68382/68382	---MCZ	200	added ('OK')	text/html	date:Mon,%2007%20May%202018%2010:09:08%20GMT	https://coderthemes.com/adminox/default/tables-layouts.html	C:/Users/User2/Desktop/admin/coderthemes.com/adminox/default/tables-layouts.html	(from https://coderthemes.com/adminox/default/index.html)
18:24:36	82610/82610	---MCZ	200	added ('OK')	text/html	date:Mon,%2007%20May%202018%2010:09:08%20GMT	https://coderthemes.com/adminox/default/tables-datatable.html	C:/Users/User2/Desktop/admin/coderthemes.com/adminox/default/tables-datatable.html	(from https://coderthemes.com/adminox/default/index.html)
18:24:36	99703/99703	---MCZ	200	added ('OK')	text/html	date:Mon,%2007%20May%202018%2010:09:08%20GMT	https://coderthemes.com/adminox/default/tables-foo-tables.html	C:/Users/User2/Desktop/admin/coderthemes.com/adminox/default/tables-foo-tables.html	(from https://coderthemes.com/adminox/default/index.html)
18:24:36	53208/53208	---MCZ	200	added ('OK')	text/html	date:Mon,%2007%20May%202018%2010:09:08%20GMT	https://coderthemes.com/adminox/default/tables-responsive.html	C:/Users/User2/Desktop/admin/coderthemes.com/adminox/default/tables-responsive.html	(from https://coderthemes.com/adminox/default/index.html)
18:24:36	69330/69330	---MCZ	200	added ('OK')	text/html	date:Mon,%2007%20May%202018%2010:09:08%20GMT	https://coderthemes.com/adminox/default/tables-tablesaw.html	C:/Users/User2/Desktop/admin/coderthemes.com/adminox/default/tables-tablesaw.html	(from https://coderthemes.com/adminox/default/index.html)
18:24:37	100180/100180	---MCZ	200	added ('OK')	text/html	date:Mon,%2007%20May%202018%2010:09:08%20GMT	https://coderthemes.com/adminox/default/tables-editable.html	C:/Users/User2/Desktop/admin/coderthemes.com/adminox/default/tables-editable.html	(from https://coderthemes.com/adminox/default/index.html)
18:24:37	27093/27093	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Sep%202018%2005:22:55%20GMT	https://coderthemes.com/adminox/default/maps-google.html	C:/Users/User2/Desktop/admin/coderthemes.com/adminox/default/maps-google.html	(from https://coderthemes.com/adminox/default/index.html)
18:24:37	24046/24046	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Sep%202018%2005:22:55%20GMT	https://coderthemes.com/adminox/default/maps-google-full.html	C:/Users/User2/Desktop/admin/coderthemes.com/adminox/default/maps-google-full.html	(from https://coderthemes.com/adminox/default/index.html)
18:24:38	28452/28452	---MCZ	200	added ('OK')	text/html	date:Mon,%2007%20May%202018%2010:09:08%20GMT	https://coderthemes.com/adminox/default/maps-vector.html	C:/Users/User2/Desktop/admin/coderthemes.com/adminox/default/maps-vector.html	(from https://coderthemes.com/adminox/default/index.html)
